timestamp,payment_method,bank_gateway,success_rate,avg_latency_ms,transaction_volume
2026-08-10T03:00:00,UPI,NationalPay Gateway,0.9674,835.9,154
2026-08-10T04:00:00,UPI,NationalPay Gateway,0.9716,751.5,159
2026-08-10T05:00:00,UPI,NationalPay Gateway,0.9454,958.5,113
2026-08-10T06:00:00,UPI,NationalPay Gateway,0.9769,795.7,117
2026-08-10T07:00:00,UPI,NationalPay Gateway,0.9806,879.8,137
2026-08-10T08:00:00,UPI,NationalPay Gateway,0.9617,938.7,141
2026-08-10T09:00:00,UPI,NationalPay Gateway,0.9454,799.0,163
2026-08-10T10:00:00,UPI,NationalPay Gateway,0.9614,897.9,176
2026-08-10T11:00:00,UPI,NationalPay Gateway,0.9603,817.3,203
2026-08-10T12:00:00,UPI,NationalPay Gateway,0.9368,912.7,205
2026-08-10T13:00:00,UPI,NationalPay Gateway,0.9507,750.0,196
2026-08-10T14:00:00,UPI,NationalPay Gateway,0.9647,756.0,201
2026-08-10T15:00:00,UPI,NationalPay Gateway,0.9726,891.3,180
2026-08-10T16:00:00,UPI,NationalPay Gateway,0.9502,753.3,138
2026-08-10T17:00:00,UPI,NationalPay Gateway,0.9426,897.9,100
2026-08-10T18:00:00,UPI,NationalPay Gateway,0.9518,783.4,123
2026-08-10T19:00:00,UPI,NationalPay Gateway,0.975,838.8,133
2026-08-10T20:00:00,UPI,NationalPay Gateway,0.9605,891.7,142
2026-08-10T21:00:00,UPI,NationalPay Gateway,0.9725,700.2,179
2026-08-10T22:00:00,UPI,NationalPay Gateway,0.9795,876.5,209
2026-08-10T23:00:00,UPI,NationalPay Gateway,0.9526,901.5,223
2026-08-11T00:00:00,UPI,NationalPay Gateway,0.9461,758.6,237
2026-08-11T01:00:00,UPI,NationalPay Gateway,0.9728,813.7,178
2026-08-11T02:00:00,UPI,NationalPay Gateway,0.9535,822.7,194
2026-08-11T03:00:00,UPI,NationalPay Gateway,0.9611,893.8,155
2026-08-11T04:00:00,UPI,NationalPay Gateway,0.9595,924.9,142
2026-08-11T05:00:00,UPI,NationalPay Gateway,0.982,874.1,129
2026-08-11T06:00:00,UPI,NationalPay Gateway,0.9484,784.5,119
2026-08-11T07:00:00,UPI,NationalPay Gateway,0.9718,869.7,128
2026-08-11T08:00:00,UPI,NationalPay Gateway,0.9869,789.2,144
2026-08-11T09:00:00,UPI,NationalPay Gateway,0.9525,700.2,184
2026-08-11T10:00:00,UPI,NationalPay Gateway,0.9494,756.7,192
2026-08-11T11:00:00,UPI,NationalPay Gateway,0.984,803.4,219
2026-08-11T12:00:00,UPI,NationalPay Gateway,0.9582,814.7,204
2026-08-11T13:00:00,UPI,NationalPay Gateway,0.9742,792.7,218
2026-08-11T14:00:00,UPI,NationalPay Gateway,0.9584,801.8,192
2026-08-11T15:00:00,UPI,NationalPay Gateway,0.966,861.9,176
2026-08-11T16:00:00,UPI,NationalPay Gateway,0.9779,801.0,163
2026-08-11T17:00:00,UPI,NationalPay Gateway,0.964,802.3,126
2026-08-11T18:00:00,UPI,NationalPay Gateway,0.9465,773.3,91
2026-08-11T19:00:00,UPI,NationalPay Gateway,0.9862,918.1,131
2026-08-11T20:00:00,UPI,NationalPay Gateway,0.9588,751.3,135
2026-08-11T21:00:00,UPI,NationalPay Gateway,0.9777,835.7,161
2026-08-11T22:00:00,UPI,NationalPay Gateway,0.973,750.0,198
2026-08-11T23:00:00,UPI,NationalPay Gateway,0.9496,708.2,234
2026-08-12T00:00:00,UPI,NationalPay Gateway,0.9824,874.2,234
2026-08-12T01:00:00,UPI,NationalPay Gateway,0.9561,803.9,254
2026-08-12T02:00:00,UPI,NationalPay Gateway,0.9546,795.5,172
2026-08-12T03:00:00,UPI,NationalPay Gateway,0.9834,992.4,179
2026-08-12T04:00:00,UPI,NationalPay Gateway,0.9498,917.2,131
2026-08-12T05:00:00,UPI,NationalPay Gateway,0.9631,817.5,135
2026-08-12T06:00:00,UPI,NationalPay Gateway,0.9703,668.6,117
2026-08-12T07:00:00,UPI,NationalPay Gateway,0.9782,724.4,116
2026-08-12T08:00:00,UPI,NationalPay Gateway,0.9828,866.6,136
2026-08-12T09:00:00,UPI,NationalPay Gateway,0.953,852.3,169
2026-08-12T10:00:00,UPI,NationalPay Gateway,0.9627,907.5,188
2026-08-12T11:00:00,UPI,NationalPay Gateway,0.9744,751.3,236
2026-08-12T12:00:00,UPI,NationalPay Gateway,0.9828,834.4,226
2026-08-12T13:00:00,UPI,NationalPay Gateway,0.9463,835.0,238
2026-08-12T14:00:00,UPI,NationalPay Gateway,0.9724,887.7,195
2026-08-12T15:00:00,UPI,NationalPay Gateway,0.9533,859.3,169
2026-08-12T16:00:00,UPI,NationalPay Gateway,0.964,836.9,130
2026-08-12T17:00:00,UPI,NationalPay Gateway,0.9792,797.3,117
2026-08-12T18:00:00,UPI,NationalPay Gateway,0.9548,932.5,128
2026-08-12T19:00:00,UPI,NationalPay Gateway,0.9714,830.4,143
2026-08-12T20:00:00,UPI,NationalPay Gateway,0.9731,802.8,162
2026-08-12T21:00:00,UPI,NationalPay Gateway,0.9625,901.6,188
2026-08-12T22:00:00,UPI,NationalPay Gateway,0.9619,910.8,182
2026-08-12T23:00:00,UPI,NationalPay Gateway,0.9624,908.8,195
2026-08-13T00:00:00,UPI,NationalPay Gateway,0.9604,833.8,203
2026-08-13T01:00:00,UPI,NationalPay Gateway,0.9498,813.9,200
2026-08-13T02:00:00,UPI,NationalPay Gateway,0.9564,933.4,182
2026-08-13T03:00:00,UPI,NationalPay Gateway,0.984,866.4,181
2026-08-13T04:00:00,UPI,NationalPay Gateway,0.9743,811.1,132
2026-08-13T05:00:00,UPI,NationalPay Gateway,0.9483,850.8,134
2026-08-13T06:00:00,UPI,NationalPay Gateway,0.9555,882.4,131
2026-08-13T07:00:00,UPI,NationalPay Gateway,0.9629,772.0,124
2026-08-13T08:00:00,UPI,NationalPay Gateway,0.9613,836.2,144
2026-08-13T09:00:00,UPI,NationalPay Gateway,0.9687,1060.9,166
2026-08-13T10:00:00,UPI,NationalPay Gateway,0.9712,961.9,198
2026-08-13T11:00:00,UPI,NationalPay Gateway,0.969,1024.9,228
2026-08-13T12:00:00,UPI,NationalPay Gateway,0.9656,762.9,219
2026-08-13T13:00:00,UPI,NationalPay Gateway,0.9632,791.7,204
2026-08-13T14:00:00,UPI,NationalPay Gateway,0.9635,812.0,206
2026-08-13T15:00:00,UPI,NationalPay Gateway,0.9472,857.6,179
2026-08-13T16:00:00,UPI,NationalPay Gateway,0.9811,801.2,137
2026-08-13T17:00:00,UPI,NationalPay Gateway,0.9742,992.6,142
2026-08-13T18:00:00,UPI,NationalPay Gateway,0.9774,751.6,123
2026-08-13T19:00:00,UPI,NationalPay Gateway,0.9632,887.4,119
2026-08-13T20:00:00,UPI,NationalPay Gateway,0.9615,813.8,161
2026-08-13T21:00:00,UPI,NationalPay Gateway,0.9458,832.8,161
2026-08-13T22:00:00,UPI,NationalPay Gateway,0.9656,1024.4,185
2026-08-13T23:00:00,UPI,NationalPay Gateway,0.9744,866.3,231
2026-08-14T00:00:00,UPI,NationalPay Gateway,0.9593,728.7,214
2026-08-14T01:00:00,UPI,NationalPay Gateway,0.9668,757.4,217
2026-08-14T02:00:00,UPI,NationalPay Gateway,0.9593,792.6,224
2026-08-14T03:00:00,UPI,NationalPay Gateway,0.9504,930.8,182
2026-08-14T04:00:00,UPI,NationalPay Gateway,0.97,850.6,131
2026-08-14T05:00:00,UPI,NationalPay Gateway,0.9871,810.6,117
2026-08-14T06:00:00,UPI,NationalPay Gateway,0.9719,899.9,94
2026-08-14T07:00:00,UPI,NationalPay Gateway,0.9752,975.6,109
2026-08-14T08:00:00,UPI,NationalPay Gateway,0.9828,781.7,119
2026-08-14T09:00:00,UPI,NationalPay Gateway,0.9698,994.2,174
2026-08-14T10:00:00,UPI,NationalPay Gateway,0.9543,859.7,196
2026-08-14T11:00:00,UPI,NationalPay Gateway,0.9576,789.2,216
2026-08-14T12:00:00,UPI,NationalPay Gateway,0.9684,991.1,208
2026-08-14T13:00:00,UPI,NationalPay Gateway,0.9558,878.7,208
2026-08-14T14:00:00,UPI,NationalPay Gateway,0.9669,849.3,183
2026-08-14T15:00:00,UPI,NationalPay Gateway,0.9763,763.8,198
2026-08-14T16:00:00,UPI,NationalPay Gateway,0.9753,784.9,146
2026-08-14T17:00:00,UPI,NationalPay Gateway,0.9601,906.9,129
2026-08-14T18:00:00,UPI,NationalPay Gateway,0.9487,805.9,125
2026-08-14T19:00:00,UPI,NationalPay Gateway,0.9631,781.8,131
2026-08-14T20:00:00,UPI,NationalPay Gateway,0.9606,978.6,137
2026-08-14T21:00:00,UPI,NationalPay Gateway,0.97,668.3,171
2026-08-14T22:00:00,UPI,NationalPay Gateway,0.9801,915.6,189
2026-08-14T23:00:00,UPI,NationalPay Gateway,0.9591,788.5,209
2026-08-15T00:00:00,UPI,NationalPay Gateway,0.9807,873.2,203
2026-08-15T01:00:00,UPI,NationalPay Gateway,0.9754,903.3,201
2026-08-15T02:00:00,UPI,NationalPay Gateway,0.9643,934.3,185
2026-08-15T03:00:00,UPI,NationalPay Gateway,0.9829,960.3,153
2026-08-15T04:00:00,UPI,NationalPay Gateway,0.9798,904.4,137
2026-08-15T05:00:00,UPI,NationalPay Gateway,0.9662,848.5,125
2026-08-15T06:00:00,UPI,NationalPay Gateway,0.9654,824.5,124
2026-08-15T07:00:00,UPI,NationalPay Gateway,0.9739,831.2,130
2026-08-15T08:00:00,UPI,NationalPay Gateway,0.964,1026.4,153
2026-08-15T09:00:00,UPI,NationalPay Gateway,0.9653,861.1,184
2026-08-15T10:00:00,UPI,NationalPay Gateway,0.9518,846.8,174
2026-08-15T11:00:00,UPI,NationalPay Gateway,0.9593,835.4,205
2026-08-15T12:00:00,UPI,NationalPay Gateway,0.9829,895.0,221
2026-08-15T13:00:00,UPI,NationalPay Gateway,0.9619,797.8,210
2026-08-15T14:00:00,UPI,NationalPay Gateway,0.9617,858.0,212
2026-08-15T15:00:00,UPI,NationalPay Gateway,0.9727,880.7,170
2026-08-15T16:00:00,UPI,NationalPay Gateway,0.9796,1040.4,139
2026-08-15T17:00:00,UPI,NationalPay Gateway,0.9739,812.0,113
2026-08-15T18:00:00,UPI,NationalPay Gateway,0.967,805.7,120
2026-08-15T19:00:00,UPI,NationalPay Gateway,0.9606,718.9,140
2026-08-15T20:00:00,UPI,NationalPay Gateway,0.9517,878.2,163
2026-08-15T21:00:00,UPI,NationalPay Gateway,0.9713,922.9,184
2026-08-15T22:00:00,UPI,NationalPay Gateway,0.9668,936.4,176
2026-08-15T23:00:00,UPI,NationalPay Gateway,0.9586,928.4,194
2026-08-16T00:00:00,UPI,NationalPay Gateway,0.9486,834.1,221
2026-08-16T01:00:00,UPI,NationalPay Gateway,0.9701,896.2,231
2026-08-16T02:00:00,UPI,NationalPay Gateway,0.9618,847.9,211
2026-08-16T03:00:00,UPI,NationalPay Gateway,0.9508,850.4,169
2026-08-16T04:00:00,UPI,NationalPay Gateway,0.9607,805.3,130
2026-08-16T05:00:00,UPI,NationalPay Gateway,0.9594,819.2,120
2026-08-16T06:00:00,UPI,NationalPay Gateway,0.9414,881.4,122
2026-08-16T07:00:00,UPI,NationalPay Gateway,0.9694,929.6,170
2026-08-16T08:00:00,UPI,NationalPay Gateway,0.9474,802.0,140
2026-08-16T09:00:00,UPI,NationalPay Gateway,0.9485,818.8,150
2026-08-16T10:00:00,UPI,NationalPay Gateway,0.9681,717.5,203
2026-08-16T11:00:00,UPI,NationalPay Gateway,0.9672,840.4,237
2026-08-16T12:00:00,UPI,NationalPay Gateway,0.9657,806.0,241
2026-08-16T13:00:00,UPI,NationalPay Gateway,0.9829,903.5,217
2026-08-16T14:00:00,UPI,NationalPay Gateway,0.956,834.0,201
2026-08-16T15:00:00,UPI,NationalPay Gateway,0.9775,910.1,166
2026-08-16T16:00:00,UPI,NationalPay Gateway,0.9649,898.9,142
2026-08-16T17:00:00,UPI,NationalPay Gateway,0.9547,680.0,135
2026-08-16T18:00:00,UPI,NationalPay Gateway,0.963,964.5,99
2026-08-16T19:00:00,UPI,NationalPay Gateway,0.9619,925.1,135
2026-08-16T20:00:00,UPI,NationalPay Gateway,0.9492,946.5,154
2026-08-16T21:00:00,UPI,NationalPay Gateway,0.9609,884.7,182
2026-08-16T22:00:00,UPI,NationalPay Gateway,0.9544,873.0,191
2026-08-16T23:00:00,UPI,NationalPay Gateway,0.9462,855.3,234
2026-08-17T00:00:00,UPI,NationalPay Gateway,0.9646,900.9,217
2026-08-17T01:00:00,UPI,NationalPay Gateway,0.9594,811.4,206
2026-08-17T02:00:00,UPI,NationalPay Gateway,0.9625,796.5,201
2026-08-17T03:00:00,UPI,NationalPay Gateway,0.9423,905.7,170
2026-08-17T04:00:00,UPI,NationalPay Gateway,0.9788,822.6,150
2026-08-17T05:00:00,UPI,NationalPay Gateway,0.99,666.0,124
2026-08-17T06:00:00,UPI,NationalPay Gateway,0.972,842.3,128
2026-08-17T07:00:00,UPI,NationalPay Gateway,0.9546,840.7,125
2026-08-17T08:00:00,UPI,NationalPay Gateway,0.9835,889.4,141
2026-08-17T09:00:00,UPI,NationalPay Gateway,0.9575,831.8,164
2026-08-17T10:00:00,UPI,NationalPay Gateway,0.9492,951.5,175
2026-08-17T11:00:00,UPI,NationalPay Gateway,0.9675,766.2,206
2026-08-17T12:00:00,UPI,NationalPay Gateway,0.9492,830.3,223
2026-08-17T13:00:00,UPI,NationalPay Gateway,0.9831,759.9,207
2026-08-17T14:00:00,UPI,NationalPay Gateway,0.9622,816.7,188
2026-08-17T15:00:00,UPI,NationalPay Gateway,0.9803,931.0,176
2026-08-17T16:00:00,UPI,NationalPay Gateway,0.9529,782.6,175
2026-08-17T17:00:00,UPI,NationalPay Gateway,0.9653,720.0,132
2026-08-17T18:00:00,UPI,NationalPay Gateway,0.9757,810.2,111
2026-08-17T19:00:00,UPI,NationalPay Gateway,0.9345,925.5,152
2026-08-17T20:00:00,UPI,NationalPay Gateway,0.9611,827.5,139
2026-08-17T21:00:00,UPI,NationalPay Gateway,0.9704,971.4,165
2026-08-17T22:00:00,UPI,NationalPay Gateway,0.9799,797.1,205
2026-08-17T23:00:00,UPI,NationalPay Gateway,0.9608,885.7,220
2026-08-18T00:00:00,UPI,NationalPay Gateway,0.9702,848.9,234
2026-08-18T01:00:00,UPI,NationalPay Gateway,0.9605,795.7,197
2026-08-18T02:00:00,UPI,NationalPay Gateway,0.9681,819.1,205
2026-08-18T03:00:00,UPI,NationalPay Gateway,0.9576,829.6,173
2026-08-18T04:00:00,UPI,NationalPay Gateway,0.9617,970.3,145
2026-08-18T05:00:00,UPI,NationalPay Gateway,0.9871,852.0,137
2026-08-18T06:00:00,UPI,NationalPay Gateway,0.9752,797.6,137
2026-08-18T07:00:00,UPI,NationalPay Gateway,0.9809,928.5,132
2026-08-18T08:00:00,UPI,NationalPay Gateway,0.9807,825.1,147
2026-08-18T09:00:00,UPI,NationalPay Gateway,0.9545,751.1,157
2026-08-18T10:00:00,UPI,NationalPay Gateway,0.9578,874.2,198
2026-08-18T11:00:00,UPI,NationalPay Gateway,0.9562,980.6,216
2026-08-18T12:00:00,UPI,NationalPay Gateway,0.9435,953.4,254
2026-08-18T13:00:00,UPI,NationalPay Gateway,0.9608,891.6,199
2026-08-18T14:00:00,UPI,NationalPay Gateway,0.9754,798.4,235
2026-08-18T15:00:00,UPI,NationalPay Gateway,0.9665,818.6,175
2026-08-18T16:00:00,UPI,NationalPay Gateway,0.9652,853.0,121
2026-08-18T17:00:00,UPI,NationalPay Gateway,0.9639,808.1,128
2026-08-18T18:00:00,UPI,NationalPay Gateway,0.99,922.0,117
2026-08-18T19:00:00,UPI,NationalPay Gateway,0.9385,676.1,145
2026-08-18T20:00:00,UPI,NationalPay Gateway,0.9594,864.0,144
2026-08-18T21:00:00,UPI,NationalPay Gateway,0.9671,851.0,171
2026-08-18T22:00:00,UPI,NationalPay Gateway,0.9789,843.0,204
2026-08-18T23:00:00,UPI,NationalPay Gateway,0.9712,845.9,165
2026-08-19T00:00:00,UPI,NationalPay Gateway,0.9587,669.0,219
2026-08-19T01:00:00,UPI,NationalPay Gateway,0.9586,978.3,202
2026-08-19T02:00:00,UPI,NationalPay Gateway,0.9572,850.8,183
2026-08-19T03:00:00,UPI,NationalPay Gateway,0.9891,882.5,175
2026-08-19T04:00:00,UPI,NationalPay Gateway,0.9808,855.2,168
2026-08-19T05:00:00,UPI,NationalPay Gateway,0.9552,860.0,124
2026-08-19T06:00:00,UPI,NationalPay Gateway,0.9598,840.7,117
2026-08-19T07:00:00,UPI,NationalPay Gateway,0.9623,858.2,141
2026-08-19T08:00:00,UPI,NationalPay Gateway,0.9718,824.3,133
2026-08-19T09:00:00,UPI,NationalPay Gateway,0.9607,779.9,166
2026-08-19T10:00:00,UPI,NationalPay Gateway,0.9496,824.5,192
2026-08-19T11:00:00,UPI,NationalPay Gateway,0.9612,792.2,205
2026-08-19T12:00:00,UPI,NationalPay Gateway,0.9478,779.7,235
2026-08-19T13:00:00,UPI,NationalPay Gateway,0.9714,780.2,219
2026-08-19T14:00:00,UPI,NationalPay Gateway,0.99,892.9,181
2026-08-19T15:00:00,UPI,NationalPay Gateway,0.9879,739.2,185
2026-08-19T16:00:00,UPI,NationalPay Gateway,0.9573,827.4,145
2026-08-19T17:00:00,UPI,NationalPay Gateway,0.9452,836.4,122
2026-08-19T18:00:00,UPI,NationalPay Gateway,0.9505,758.3,113
2026-08-19T19:00:00,UPI,NationalPay Gateway,0.9647,754.7,122
2026-08-19T20:00:00,UPI,NationalPay Gateway,0.9645,948.0,152
2026-08-19T21:00:00,UPI,NationalPay Gateway,0.9557,836.9,166
2026-08-19T22:00:00,UPI,NationalPay Gateway,0.938,811.9,191
2026-08-19T23:00:00,UPI,NationalPay Gateway,0.9767,983.0,205
2026-08-20T00:00:00,UPI,NationalPay Gateway,0.9845,914.7,218
2026-08-20T01:00:00,UPI,NationalPay Gateway,0.9618,827.0,205
2026-08-20T02:00:00,UPI,NationalPay Gateway,0.96,689.8,204
2026-08-20T03:00:00,UPI,NationalPay Gateway,0.9677,949.1,181
2026-08-20T04:00:00,UPI,NationalPay Gateway,0.9474,1013.0,140
2026-08-20T05:00:00,UPI,NationalPay Gateway,0.9794,770.5,129
2026-08-20T06:00:00,UPI,NationalPay Gateway,0.9399,888.1,132
2026-08-20T07:00:00,UPI,NationalPay Gateway,0.9433,959.5,116
2026-08-20T08:00:00,UPI,NationalPay Gateway,0.9476,776.0,148
2026-08-20T09:00:00,UPI,NationalPay Gateway,0.9711,804.9,179
2026-08-20T10:00:00,UPI,NationalPay Gateway,0.9663,831.1,195
2026-08-20T11:00:00,UPI,NationalPay Gateway,0.9753,828.9,207
2026-08-20T12:00:00,UPI,NationalPay Gateway,0.9679,750.7,246
2026-08-20T13:00:00,UPI,NationalPay Gateway,0.9598,798.2,222
2026-08-20T14:00:00,UPI,NationalPay Gateway,0.9433,827.3,185
2026-08-20T15:00:00,UPI,NationalPay Gateway,0.955,822.7,171
2026-08-20T16:00:00,UPI,NationalPay Gateway,0.9543,950.5,130
2026-08-20T17:00:00,UPI,NationalPay Gateway,0.9768,809.2,123
2026-08-20T18:00:00,UPI,NationalPay Gateway,0.9628,951.4,124
2026-08-20T19:00:00,UPI,NationalPay Gateway,0.9591,884.4,115
2026-08-20T20:00:00,UPI,NationalPay Gateway,0.9632,822.4,151
2026-08-20T21:00:00,UPI,NationalPay Gateway,0.9689,794.2,178
2026-08-20T22:00:00,UPI,NationalPay Gateway,0.9638,928.2,183
2026-08-20T23:00:00,UPI,NationalPay Gateway,0.9572,859.6,220
2026-08-21T00:00:00,UPI,NationalPay Gateway,0.9655,917.8,211
2026-08-21T01:00:00,UPI,NationalPay Gateway,0.9731,727.2,218
2026-08-21T02:00:00,UPI,NationalPay Gateway,0.9802,851.8,194
2026-08-21T03:00:00,UPI,NationalPay Gateway,0.9698,832.8,178
2026-08-21T04:00:00,UPI,NationalPay Gateway,0.9735,702.8,162
2026-08-21T05:00:00,UPI,NationalPay Gateway,0.9649,915.4,129
2026-08-21T06:00:00,UPI,NationalPay Gateway,0.9764,695.0,122
2026-08-21T07:00:00,UPI,NationalPay Gateway,0.9513,872.9,135
2026-08-21T08:00:00,UPI,NationalPay Gateway,0.9606,909.6,147
2026-08-21T09:00:00,UPI,NationalPay Gateway,0.9539,806.8,163
2026-08-21T10:00:00,UPI,NationalPay Gateway,0.9497,735.4,204
2026-08-21T11:00:00,UPI,NationalPay Gateway,0.9602,875.8,218
2026-08-21T12:00:00,UPI,NationalPay Gateway,0.9691,920.1,203
2026-08-21T13:00:00,UPI,NationalPay Gateway,0.9673,873.4,227
2026-08-21T14:00:00,UPI,NationalPay Gateway,0.9505,917.3,190
2026-08-21T15:00:00,UPI,NationalPay Gateway,0.9443,842.2,178
2026-08-21T16:00:00,UPI,NationalPay Gateway,0.9695,861.3,144
2026-08-21T17:00:00,UPI,NationalPay Gateway,0.9616,885.1,129
2026-08-21T18:00:00,UPI,NationalPay Gateway,0.953,813.4,106
2026-08-21T19:00:00,UPI,NationalPay Gateway,0.96,821.2,124
2026-08-21T20:00:00,UPI,NationalPay Gateway,0.953,812.1,144
2026-08-21T21:00:00,UPI,NationalPay Gateway,0.9513,911.8,166
2026-08-21T22:00:00,UPI,NationalPay Gateway,0.9816,888.5,186
2026-08-21T23:00:00,UPI,NationalPay Gateway,0.9768,859.2,207
2026-08-22T00:00:00,UPI,NationalPay Gateway,0.9721,911.7,217
2026-08-22T01:00:00,UPI,NationalPay Gateway,0.9417,886.2,198
2026-08-22T02:00:00,UPI,NationalPay Gateway,0.9822,878.6,215
2026-08-22T03:00:00,UPI,NationalPay Gateway,0.97,962.1,179
2026-08-22T04:00:00,UPI,NationalPay Gateway,0.9746,827.2,150
2026-08-22T05:00:00,UPI,NationalPay Gateway,0.9635,915.6,139
2026-08-22T06:00:00,UPI,NationalPay Gateway,0.9586,907.3,122
2026-08-22T07:00:00,UPI,NationalPay Gateway,0.9466,863.0,133
2026-08-22T08:00:00,UPI,NationalPay Gateway,0.9616,822.8,147
2026-08-22T09:00:00,UPI,NationalPay Gateway,0.9495,830.7,161
2026-08-22T10:00:00,UPI,NationalPay Gateway,0.9455,905.9,175
2026-08-22T11:00:00,UPI,NationalPay Gateway,0.9606,787.8,217
2026-08-22T12:00:00,UPI,NationalPay Gateway,0.944,993.6,220
2026-08-22T13:00:00,UPI,NationalPay Gateway,0.9504,736.7,225
2026-08-22T14:00:00,UPI,NationalPay Gateway,0.9378,859.6,208
2026-08-22T15:00:00,UPI,NationalPay Gateway,0.941,897.7,191
2026-08-22T16:00:00,UPI,NationalPay Gateway,0.9653,917.9,166
2026-08-22T17:00:00,UPI,NationalPay Gateway,0.9679,727.3,113
2026-08-22T18:00:00,UPI,NationalPay Gateway,0.9498,748.8,112
2026-08-22T19:00:00,UPI,NationalPay Gateway,0.9569,868.1,124
2026-08-22T20:00:00,UPI,NationalPay Gateway,0.9458,745.5,137
2026-08-22T21:00:00,UPI,NationalPay Gateway,0.9635,810.8,180
2026-08-22T22:00:00,UPI,NationalPay Gateway,0.9653,804.0,179
2026-08-22T23:00:00,UPI,NationalPay Gateway,0.9562,801.7,239
2026-08-23T00:00:00,UPI,NationalPay Gateway,0.9536,917.6,211
2026-08-23T01:00:00,UPI,NationalPay Gateway,0.9431,849.0,217
2026-08-23T02:00:00,UPI,NationalPay Gateway,0.9464,809.1,193
2026-08-23T03:00:00,UPI,NationalPay Gateway,0.9464,853.6,169
2026-08-23T04:00:00,UPI,NationalPay Gateway,0.9458,814.1,128
2026-08-23T05:00:00,UPI,NationalPay Gateway,0.962,893.0,127
2026-08-23T06:00:00,UPI,NationalPay Gateway,0.9683,818.6,143
