transaction_id,payment_method,bank_gateway,timestamp,amount,customer_id,customer_history,retry_count_so_far,failure_type,degradation_linked,ground_truth_recoverable,ground_truth_recovery_probability,ground_truth_recovery_probability_after_recovery
txn_02f6abc75e,wallet,QuickPay Gateway,2026-08-10T04:29:00,5602.02,cust_11054,repeat,2,cart_abandonment,False,True,0.5674,0.5674
txn_e9a6f0fbfc,wallet,QuickPay Gateway,2026-08-10T04:36:00,1534.44,cust_11129,repeat,0,card_expired,False,True,0.17,0.17
txn_2748a83efc,wallet,QuickPay Gateway,2026-08-10T06:28:00,957.68,cust_11025,repeat,0,customer_cancelled,False,False,0.02,0.02
txn_a205be0b18,netbanking,SwiftBank Gateway,2026-08-10T11:54:00,3002.62,cust_11102,repeat,1,insufficient_funds,False,True,0.3826,0.3826
txn_a0aeda6777,UPI,TrustBank Gateway,2026-08-10T12:45:00,476.34,cust_11134,repeat,1,invoice_overdue,False,True,0.6558,0.6558
txn_6205add6a8,wallet,SwiftBank Gateway,2026-08-10T14:00:00,2310.68,cust_11031,high_value,1,invoice_overdue,False,True,0.5237,0.5237
txn_b3b2d9027e,netbanking,QuickPay Gateway,2026-08-10T15:57:00,445.33,cust_11068,new,0,invoice_overdue,False,True,0.7664,0.7664
txn_381205ff7d,card,QuickPay Gateway,2026-08-10T16:12:00,602.32,cust_11069,high_value,0,insufficient_funds,False,True,0.3834,0.3834
txn_53c882ce02,netbanking,QuickPay Gateway,2026-08-10T16:16:00,1017.67,cust_11081,new,0,card_expired,False,True,0.1184,0.1184
txn_876f0ac16a,card,SwiftBank Gateway,2026-08-10T17:14:00,1468.5,cust_11062,repeat,2,bank_decline,False,True,0.2328,0.2328
txn_1f7522c715,wallet,TrustBank Gateway,2026-08-10T18:47:00,2484.56,cust_11078,high_value,1,cart_abandonment,False,True,0.625,0.625
txn_405b298a4a,card,PayFast Gateway,2026-08-11T01:23:00,6811.51,cust_11045,repeat,2,invoice_overdue,False,True,0.6645,0.6645
txn_595598bdc6,netbanking,PayFast Gateway,2026-08-11T01:30:00,548.8,cust_11055,new,3,insufficient_funds,False,True,0.3574,0.3574
txn_fda6ba47b1,netbanking,NationalPay Gateway,2026-08-11T02:52:00,470.31,cust_11076,new,0,cart_abandonment,False,True,0.4506,0.4506
txn_8128f92bae,wallet,TrustBank Gateway,2026-08-11T08:22:00,584.91,cust_11092,at_risk,3,invoice_overdue,False,True,0.4867,0.4867
txn_3dc712b5c8,netbanking,SecureBank Gateway,2026-08-11T15:33:00,200.0,cust_11026,new,0,otp_timeout,False,True,0.8294,0.8294
txn_6970d12d44,netbanking,TrustBank Gateway,2026-08-11T17:19:00,1861.86,cust_11018,new,3,invoice_overdue,False,True,0.6333,0.6333
txn_9a1016ee09,netbanking,TrustBank Gateway,2026-08-11T19:26:00,1802.71,cust_11083,new,0,cart_abandonment,False,True,0.5842,0.5842
txn_bb80983795,wallet,SecureBank Gateway,2026-08-11T23:55:00,956.77,cust_11011,at_risk,0,invoice_overdue,False,True,0.6192,0.6192
txn_59b25ab42e,card,SwiftBank Gateway,2026-08-12T02:54:00,247.17,cust_11027,new,0,otp_timeout,False,True,0.6934,0.6934
txn_5d6d22f1ca,wallet,SecureBank Gateway,2026-08-12T03:15:00,473.15,cust_11091,new,0,bank_decline,False,True,0.217,0.217
txn_66203fee19,wallet,NationalPay Gateway,2026-08-12T04:34:00,501.17,cust_11125,new,0,bank_decline,False,True,0.3475,0.3475
txn_901f2189e7,UPI,NationalPay Gateway,2026-08-12T06:36:00,316.94,cust_11013,repeat,0,otp_timeout,False,True,0.6912,0.6912
txn_cd2ff2331e,UPI,QuickPay Gateway,2026-08-12T07:55:00,3238.91,cust_11099,new,0,card_expired,False,True,0.0365,0.0365
txn_567a4c424e,wallet,PayFast Gateway,2026-08-12T08:49:00,1869.02,cust_11124,new,0,insufficient_funds,False,True,0.3371,0.3371
txn_9afb61dfd7,UPI,SwiftBank Gateway,2026-08-12T12:01:00,15000.0,cust_11071,at_risk,1,insufficient_funds,False,True,0.4107,0.4107
txn_e317c7d577,UPI,PayFast Gateway,2026-08-12T12:43:00,4178.53,cust_11075,at_risk,2,insufficient_funds,False,True,0.3445,0.3445
txn_ddf5206b21,netbanking,PayFast Gateway,2026-08-12T12:51:00,4355.74,cust_11132,new,1,bank_decline,False,True,0.1607,0.1607
txn_dbc0f3c314,card,TrustBank Gateway,2026-08-12T17:24:00,674.5,cust_11021,repeat,1,otp_timeout,False,True,0.593,0.593
txn_049aa3a9b9,wallet,NationalPay Gateway,2026-08-12T20:43:00,7115.02,cust_11137,repeat,0,invoice_overdue,False,True,0.5484,0.5484
txn_2eaa5bce02,wallet,SwiftBank Gateway,2026-08-13T00:03:00,926.91,cust_11085,repeat,0,otp_timeout,False,True,0.8741,0.8741
txn_33ded0c742,card,NationalPay Gateway,2026-08-13T00:05:00,1617.26,cust_11029,at_risk,0,card_expired,False,True,0.0407,0.0407
txn_aa74592c79,netbanking,QuickPay Gateway,2026-08-13T01:45:00,1651.98,cust_11112,repeat,0,invoice_overdue,False,True,0.5818,0.5818
txn_b3cf8f692b,netbanking,TrustBank Gateway,2026-08-13T02:47:00,5884.74,cust_11067,repeat,0,card_expired,False,True,0.0525,0.0525
txn_5bb4884e46,card,NationalPay Gateway,2026-08-13T04:50:00,634.63,cust_11097,at_risk,2,insufficient_funds,False,True,0.5294,0.5294
txn_2f11f5363d,wallet,PayFast Gateway,2026-08-13T07:21:00,528.14,cust_11000,new,1,insufficient_funds,False,True,0.4007,0.4007
txn_02da79dd6b,netbanking,SwiftBank Gateway,2026-08-13T09:26:00,2958.87,cust_11087,new,0,card_expired,False,True,0.02,0.02
txn_806f34656d,card,QuickPay Gateway,2026-08-13T09:40:00,200.0,cust_11044,repeat,0,invoice_overdue,False,True,0.5646,0.5646
txn_3ee0a0be3c,netbanking,TrustBank Gateway,2026-08-13T10:12:00,892.59,cust_11136,new,3,invoice_overdue,False,True,0.5057,0.5057
txn_0a73bdfba6,UPI,TrustBank Gateway,2026-08-13T10:34:00,2305.7,cust_11115,high_value,2,otp_timeout,False,True,0.6443,0.6443
txn_b53e0c7b8e,UPI,NationalPay Gateway,2026-08-13T12:01:00,1762.9,cust_11050,new,1,cart_abandonment,False,True,0.4769,0.4769
txn_a6480b019c,UPI,PayFast Gateway,2026-08-13T12:01:34,615.36,cust_10087,new,0,gateway_error,True,True,0.7893,0.7298
txn_69409c64ca,UPI,PayFast Gateway,2026-08-13T12:03:55,4758.49,cust_10131,high_value,0,gateway_timeout,True,True,0.8014,0.8275
txn_537b9c0b90,UPI,PayFast Gateway,2026-08-13T12:10:06,888.86,cust_10028,repeat,2,gateway_timeout,True,True,0.8139,0.8806
txn_b8a59b3928,UPI,PayFast Gateway,2026-08-13T12:12:22,1523.7,cust_10079,repeat,0,gateway_timeout,True,True,0.7769,0.8143
txn_05021d3b58,UPI,PayFast Gateway,2026-08-13T12:14:34,1552.54,cust_10014,repeat,2,gateway_timeout,True,True,0.7221,0.9098
txn_ae9038fed6,UPI,PayFast Gateway,2026-08-13T12:16:00,493.66,cust_10044,repeat,0,gateway_error,True,True,0.7382,0.8173
txn_92f8eb5d03,UPI,PayFast Gateway,2026-08-13T12:16:30,686.12,cust_10067,repeat,1,gateway_timeout,True,True,0.7064,0.7748
txn_a72e1d552d,UPI,PayFast Gateway,2026-08-13T12:19:00,1018.28,cust_10062,repeat,0,gateway_timeout,True,True,0.7063,0.7789
txn_df5a6c3526,UPI,PayFast Gateway,2026-08-13T12:20:01,2098.22,cust_10098,new,0,gateway_timeout,True,True,0.7217,0.7844
txn_bbf09ceb1e,UPI,PayFast Gateway,2026-08-13T12:27:15,1122.09,cust_10049,at_risk,1,processor_declined,True,True,0.7828,0.7963
txn_1ae8ba9e91,UPI,PayFast Gateway,2026-08-13T12:30:16,1692.7,cust_10094,high_value,0,gateway_timeout,True,True,0.7191,0.7831
txn_827c5ccb85,UPI,PayFast Gateway,2026-08-13T12:32:26,4237.38,cust_10048,repeat,0,gateway_timeout,True,True,0.6388,0.7838
txn_857e51c6c9,UPI,PayFast Gateway,2026-08-13T12:35:08,367.58,cust_10097,repeat,1,gateway_timeout,True,True,0.606,0.8466
txn_4dc4e03c6a,UPI,PayFast Gateway,2026-08-13T12:59:57,573.71,cust_10050,new,0,gateway_timeout,True,True,0.6098,0.7858
txn_03049cd947,UPI,PayFast Gateway,2026-08-13T12:59:59,3915.3,cust_10134,high_value,0,gateway_timeout,True,True,0.5158,0.7944
txn_54298e0ab3,UPI,PayFast Gateway,2026-08-13T13:01:57,511.38,cust_10129,high_value,1,gateway_error,True,True,0.5902,0.8273
txn_c6aca92c4d,UPI,PayFast Gateway,2026-08-13T13:05:43,1081.88,cust_10076,repeat,1,gateway_timeout,True,True,0.511,0.798
txn_2cd5338541,UPI,PayFast Gateway,2026-08-13T13:12:22,3754.46,cust_10009,repeat,0,gateway_timeout,True,True,0.5595,0.7671
txn_b680468115,UPI,PayFast Gateway,2026-08-13T13:12:30,1692.32,cust_10016,high_value,0,processor_declined,True,True,0.4808,0.7857
txn_ab9c2b14f7,UPI,PayFast Gateway,2026-08-13T13:16:54,200.0,cust_10003,new,0,gateway_error,True,True,0.499,0.7985
txn_db7d92ceee,UPI,PayFast Gateway,2026-08-13T13:22:12,1682.46,cust_10104,high_value,0,gateway_timeout,True,True,0.5356,0.8645
txn_c4832bda23,UPI,PayFast Gateway,2026-08-13T13:28:10,1023.62,cust_10051,repeat,0,gateway_error,True,True,0.4773,0.8184
txn_8ebbf053a4,UPI,PayFast Gateway,2026-08-13T13:28:32,1270.78,cust_10043,high_value,1,gateway_error,True,True,0.4863,0.7968
txn_80335c2ef3,UPI,PayFast Gateway,2026-08-13T13:31:48,5094.93,cust_10029,high_value,0,gateway_error,True,True,0.5277,0.7742
txn_61fc4f374b,UPI,PayFast Gateway,2026-08-13T13:33:51,746.23,cust_10063,repeat,0,processor_declined,True,True,0.4455,0.7809
txn_1fe363ca76,UPI,PayFast Gateway,2026-08-13T13:35:06,3165.64,cust_10100,new,0,gateway_error,True,True,0.5423,0.8155
txn_99ef260165,UPI,PayFast Gateway,2026-08-13T13:35:17,625.81,cust_10018,repeat,0,gateway_timeout,True,True,0.4707,0.8512
txn_aa137a6089,UPI,PayFast Gateway,2026-08-13T13:36:08,923.59,cust_10121,repeat,0,processor_declined,True,True,0.3797,0.8259
txn_8fab46f1a0,UPI,PayFast Gateway,2026-08-13T13:36:17,1211.32,cust_10005,high_value,0,gateway_timeout,True,True,0.4136,0.8244
txn_8f3205b065,UPI,PayFast Gateway,2026-08-13T13:36:38,555.83,cust_10072,high_value,1,gateway_timeout,True,True,0.3755,0.8754
txn_c3f9f9a25a,UPI,PayFast Gateway,2026-08-13T13:40:49,3096.25,cust_10135,repeat,0,gateway_error,True,True,0.4072,0.8677
txn_3df28f6193,UPI,PayFast Gateway,2026-08-13T13:42:38,1173.18,cust_10082,new,1,processor_declined,True,True,0.4532,0.7187
txn_dc491046f5,UPI,PayFast Gateway,2026-08-13T13:43:13,1397.45,cust_10036,repeat,0,gateway_timeout,True,True,0.4669,0.7731
txn_b15861f4cf,UPI,PayFast Gateway,2026-08-13T13:59:18,3148.17,cust_10027,new,0,gateway_timeout,True,True,0.3072,0.8587
txn_cf989d05c9,UPI,PayFast Gateway,2026-08-13T14:03:54,7187.22,cust_10074,repeat,0,gateway_timeout,True,True,0.4004,0.8145
txn_9baa2f9dea,UPI,PayFast Gateway,2026-08-13T14:08:26,2646.84,cust_10088,high_value,0,processor_declined,True,True,0.3351,0.7096
txn_f015c4275b,UPI,PayFast Gateway,2026-08-13T14:10:19,1046.78,cust_10019,at_risk,0,processor_declined,True,True,0.3278,0.8136
txn_4758d5e58f,UPI,PayFast Gateway,2026-08-13T14:14:49,1030.6,cust_10108,high_value,0,gateway_timeout,True,True,0.3153,0.8237
txn_8c32f5db6a,UPI,PayFast Gateway,2026-08-13T14:16:34,7962.08,cust_10107,new,0,gateway_timeout,True,True,0.3872,0.8729
txn_f7a92dff02,UPI,PayFast Gateway,2026-08-13T14:23:51,1386.53,cust_10037,new,1,gateway_timeout,True,True,0.2924,0.8522
txn_056a638a2e,UPI,PayFast Gateway,2026-08-13T14:26:53,523.76,cust_10075,repeat,0,gateway_timeout,True,True,0.2847,0.8442
txn_18db7096e5,UPI,PayFast Gateway,2026-08-13T14:27:11,680.56,cust_10024,repeat,0,processor_declined,True,True,0.2892,0.8382
txn_080fca11d9,UPI,PayFast Gateway,2026-08-13T14:32:02,837.56,cust_10132,repeat,2,gateway_timeout,True,True,0.2943,0.7346
txn_f78d84dedf,UPI,PayFast Gateway,2026-08-13T14:35:07,1235.58,cust_10118,new,0,gateway_error,True,True,0.2565,0.7913
txn_a3abc17e1d,UPI,PayFast Gateway,2026-08-13T14:38:07,281.51,cust_10057,repeat,0,processor_declined,True,True,0.3012,0.7886
txn_0a2e85818b,UPI,PayFast Gateway,2026-08-13T14:42:15,506.07,cust_10066,high_value,0,gateway_error,True,True,0.2784,0.7477
txn_b30ff79e8e,UPI,PayFast Gateway,2026-08-13T14:42:33,305.08,cust_10030,repeat,0,gateway_timeout,True,True,0.2853,0.7356
txn_a056b3d896,UPI,PayFast Gateway,2026-08-13T14:45:13,1112.83,cust_10015,repeat,0,gateway_error,True,True,0.2393,0.8481
txn_40767381ad,UPI,PayFast Gateway,2026-08-13T14:58:58,225.96,cust_10115,repeat,0,processor_declined,True,True,0.2191,0.8479
txn_91034cba5d,UPI,PayFast Gateway,2026-08-13T15:02:40,200.0,cust_10035,high_value,0,gateway_timeout,True,True,0.2144,0.7923
txn_378efb6eb6,UPI,PayFast Gateway,2026-08-13T15:05:20,4074.82,cust_10116,new,0,gateway_timeout,True,True,0.2127,0.837
txn_e450f7f5d2,UPI,PayFast Gateway,2026-08-13T15:15:12,1258.11,cust_10109,repeat,1,processor_declined,True,True,0.289,0.8105
txn_c15c64fb05,UPI,PayFast Gateway,2026-08-13T15:17:31,848.62,cust_10025,high_value,1,gateway_error,True,True,0.2484,0.8317
txn_8d9148cd3b,UPI,PayFast Gateway,2026-08-13T15:19:14,4487.31,cust_10059,repeat,1,gateway_error,True,True,0.2169,0.8047
txn_e7267a50db,UPI,PayFast Gateway,2026-08-13T15:26:23,998.23,cust_10021,new,2,gateway_timeout,True,True,0.1579,0.7976
txn_736b2f77a7,UPI,PayFast Gateway,2026-08-13T15:28:54,2671.6,cust_10124,new,1,gateway_timeout,True,True,0.2829,0.8
txn_465d9dbc78,UPI,PayFast Gateway,2026-08-13T15:30:10,1707.62,cust_10110,new,2,gateway_error,True,True,0.2191,0.8249
txn_ebc4076ec2,UPI,PayFast Gateway,2026-08-13T15:31:50,956.96,cust_10078,new,0,gateway_error,True,True,0.164,0.7809
txn_2ac860a71d,UPI,PayFast Gateway,2026-08-13T15:33:41,1302.69,cust_10073,new,0,gateway_timeout,True,True,0.1639,0.8166
txn_a4025a8efe,UPI,PayFast Gateway,2026-08-13T15:34:44,1302.52,cust_10069,at_risk,0,gateway_timeout,True,True,0.1886,0.8264
txn_0c43d1bcc4,UPI,PayFast Gateway,2026-08-13T15:34:48,306.28,cust_10086,high_value,0,processor_declined,True,True,0.1387,0.8432
txn_71380024e1,UPI,PayFast Gateway,2026-08-13T15:35:04,1079.27,cust_10093,new,0,gateway_timeout,True,True,0.2198,0.8639
txn_3cf24d428d,UPI,PayFast Gateway,2026-08-13T16:02:10,419.65,cust_10002,high_value,2,gateway_error,True,True,0.094,0.7463
txn_80ef6bf4db,UPI,PayFast Gateway,2026-08-13T16:03:13,758.01,cust_10095,high_value,0,gateway_timeout,True,True,0.2068,0.8024
txn_2891f7deed,UPI,PayFast Gateway,2026-08-13T16:04:41,2902.84,cust_10006,high_value,0,gateway_error,True,True,0.1084,0.8248
txn_5e9e9fc4e6,UPI,PayFast Gateway,2026-08-13T16:07:41,1774.56,cust_10089,high_value,0,gateway_timeout,True,True,0.2162,0.8321
txn_b1b3fffc2f,UPI,PayFast Gateway,2026-08-13T16:10:10,1247.79,cust_10122,repeat,1,gateway_error,True,True,0.1937,0.7845
txn_813236e628,UPI,PayFast Gateway,2026-08-13T16:17:20,812.63,cust_10041,new,1,gateway_error,True,True,0.2353,0.8044
txn_cfa460e874,UPI,PayFast Gateway,2026-08-13T16:17:22,1408.43,cust_10052,high_value,1,gateway_timeout,True,True,0.1979,0.7526
txn_b32157f8f3,UPI,PayFast Gateway,2026-08-13T16:18:44,1301.55,cust_10136,repeat,0,gateway_timeout,True,True,0.1891,0.7986
txn_8549c8ab61,UPI,PayFast Gateway,2026-08-13T16:19:13,3648.25,cust_10137,new,0,gateway_timeout,True,True,0.1581,0.8286
txn_5e4973c842,UPI,PayFast Gateway,2026-08-13T16:21:34,2089.66,cust_10101,new,0,gateway_error,True,True,0.2249,0.8469
txn_24b78f8906,UPI,PayFast Gateway,2026-08-13T16:24:01,1632.98,cust_10123,repeat,0,gateway_timeout,True,True,0.2359,0.8664
txn_b37de5f9db,UPI,SecureBank Gateway,2026-08-13T16:26:00,401.58,cust_11077,repeat,0,insufficient_funds,False,True,0.2123,0.2123
txn_280d31dc13,UPI,PayFast Gateway,2026-08-13T16:27:59,1221.87,cust_10065,repeat,1,gateway_timeout,True,True,0.1374,0.8221
txn_1e1e41e910,UPI,PayFast Gateway,2026-08-13T16:28:24,216.04,cust_10102,at_risk,1,gateway_timeout,True,True,0.2086,0.8455
txn_2101ce4826,UPI,PayFast Gateway,2026-08-13T16:30:34,885.21,cust_10034,new,0,processor_declined,True,True,0.125,0.8497
txn_49bb48a5f9,UPI,PayFast Gateway,2026-08-13T16:30:42,347.93,cust_10113,at_risk,0,gateway_error,True,True,0.1683,0.794
txn_6c87e64017,UPI,PayFast Gateway,2026-08-13T16:35:58,8217.03,cust_10047,new,1,gateway_timeout,True,True,0.2064,0.8097
txn_7befca4a68,UPI,PayFast Gateway,2026-08-13T16:37:59,887.67,cust_10133,repeat,0,gateway_timeout,True,True,0.2314,0.7917
txn_90cd8aa28c,UPI,PayFast Gateway,2026-08-13T16:40:07,1977.33,cust_10068,new,0,gateway_timeout,True,True,0.1621,0.7811
txn_ca8f6462a0,UPI,PayFast Gateway,2026-08-13T16:43:09,866.17,cust_10120,new,1,gateway_timeout,True,True,0.1498,0.8188
txn_2d4b381a76,UPI,PayFast Gateway,2026-08-13T16:45:30,5324.71,cust_10096,new,1,processor_declined,True,True,0.2074,0.815
txn_691eeb4012,UPI,PayFast Gateway,2026-08-13T16:51:46,716.94,cust_10084,new,0,gateway_timeout,True,True,0.1565,0.837
txn_6953159908,UPI,PayFast Gateway,2026-08-13T16:51:53,1160.56,cust_10090,repeat,0,gateway_timeout,True,True,0.2854,0.8181
txn_d990eee6fd,UPI,PayFast Gateway,2026-08-13T16:52:28,549.84,cust_10032,repeat,0,gateway_timeout,True,True,0.2242,0.7937
txn_bc77a18d4b,UPI,PayFast Gateway,2026-08-13T17:00:02,548.68,cust_10000,new,1,processor_declined,True,True,0.2013,0.8224
txn_20e56f2089,UPI,PayFast Gateway,2026-08-13T17:02:01,555.2,cust_10004,new,0,gateway_timeout,True,True,0.2287,0.7876
txn_984b38712a,UPI,PayFast Gateway,2026-08-13T17:02:13,647.97,cust_10022,repeat,0,processor_declined,True,True,0.168,0.8862
txn_e183a434a4,UPI,PayFast Gateway,2026-08-13T17:03:56,2925.18,cust_10126,at_risk,0,gateway_timeout,True,True,0.182,0.9038
txn_ae64c71333,UPI,PayFast Gateway,2026-08-13T17:05:07,1132.94,cust_10091,high_value,0,gateway_error,True,True,0.1895,0.8121
txn_0dbcfbb708,UPI,PayFast Gateway,2026-08-13T17:05:14,1041.4,cust_10125,new,0,gateway_timeout,True,True,0.1587,0.8206
txn_237c4c3c2d,UPI,PayFast Gateway,2026-08-13T17:05:17,3232.32,cust_10119,repeat,0,gateway_timeout,True,True,0.2269,0.9229
txn_dd19e257b0,UPI,PayFast Gateway,2026-08-13T17:10:36,975.42,cust_10099,high_value,0,gateway_timeout,True,True,0.2086,0.8111
txn_d95d62bb18,UPI,PayFast Gateway,2026-08-13T17:22:26,4151.87,cust_10010,repeat,1,gateway_timeout,True,True,0.2584,0.8476
txn_d02843242e,UPI,PayFast Gateway,2026-08-13T17:23:36,508.17,cust_10040,repeat,0,gateway_timeout,True,True,0.2682,0.8092
txn_6559e332e8,UPI,PayFast Gateway,2026-08-13T17:42:05,5281.65,cust_10046,new,2,gateway_error,True,True,0.2548,0.8075
txn_2d7588323b,UPI,PayFast Gateway,2026-08-13T17:45:34,2726.79,cust_10139,at_risk,0,gateway_timeout,True,True,0.3456,0.8495
txn_7f2182df4f,UPI,PayFast Gateway,2026-08-13T17:45:48,1814.41,cust_10061,new,1,gateway_timeout,True,True,0.3626,0.7782
txn_00b175df60,UPI,PayFast Gateway,2026-08-13T17:46:04,1479.02,cust_10042,high_value,2,processor_declined,True,True,0.3472,0.8286
txn_1d16f1b1c9,UPI,PayFast Gateway,2026-08-13T17:46:34,1818.52,cust_10033,new,1,processor_declined,True,True,0.336,0.901
txn_f82d205522,UPI,PayFast Gateway,2026-08-13T17:53:07,987.1,cust_10056,high_value,0,gateway_timeout,True,True,0.3246,0.768
txn_52d100d836,UPI,PayFast Gateway,2026-08-13T17:56:31,762.45,cust_10020,high_value,0,gateway_error,True,True,0.3183,0.7689
txn_bee315429e,UPI,PayFast Gateway,2026-08-13T18:08:29,769.06,cust_10077,new,0,gateway_error,True,True,0.3329,0.8082
txn_41134365e0,UPI,PayFast Gateway,2026-08-13T18:09:12,748.03,cust_10060,new,1,gateway_timeout,True,True,0.4524,0.8266
txn_c0e804e57d,UPI,PayFast Gateway,2026-08-13T18:15:59,678.25,cust_10114,new,2,processor_declined,True,True,0.3496,0.7832
txn_17ba2fa20f,UPI,PayFast Gateway,2026-08-13T18:20:22,1728.55,cust_10080,repeat,0,gateway_timeout,True,True,0.4353,0.8353
txn_78a234d10a,UPI,PayFast Gateway,2026-08-13T18:22:02,1211.98,cust_10127,repeat,0,gateway_error,True,True,0.3941,0.8384
txn_1bdb610ef4,UPI,PayFast Gateway,2026-08-13T18:22:37,343.04,cust_10031,high_value,1,gateway_timeout,True,True,0.3988,0.8133
txn_7d5937201c,UPI,PayFast Gateway,2026-08-13T18:25:07,1614.52,cust_10117,new,0,gateway_timeout,True,True,0.4314,0.7657
txn_1937b14131,UPI,PayFast Gateway,2026-08-13T18:25:45,449.42,cust_10058,high_value,1,gateway_timeout,True,True,0.4524,0.7828
txn_218274102a,UPI,PayFast Gateway,2026-08-13T18:27:22,1091.65,cust_10064,high_value,0,gateway_timeout,True,True,0.4651,0.7898
txn_3788b3c869,UPI,PayFast Gateway,2026-08-13T18:31:19,221.86,cust_10017,high_value,0,gateway_timeout,True,True,0.4588,0.7747
txn_7907425ef9,UPI,PayFast Gateway,2026-08-13T18:31:50,1608.13,cust_10008,repeat,2,gateway_timeout,True,True,0.4384,0.8015
txn_69b42e65e4,UPI,PayFast Gateway,2026-08-13T18:34:11,1472.73,cust_10001,repeat,0,gateway_error,True,True,0.4881,0.7828
txn_36f4c71f24,UPI,PayFast Gateway,2026-08-13T18:37:27,200.0,cust_10071,high_value,0,gateway_error,True,True,0.5413,0.8411
txn_85ab67d4c4,UPI,PayFast Gateway,2026-08-13T18:38:42,319.35,cust_10045,new,0,processor_declined,True,True,0.4946,0.8106
txn_fd1237407c,UPI,PayFast Gateway,2026-08-13T18:48:39,2607.58,cust_10130,high_value,0,processor_declined,True,True,0.5186,0.8248
txn_5f4e6c721a,UPI,PayFast Gateway,2026-08-13T18:48:42,2586.65,cust_10085,new,0,gateway_error,True,True,0.5253,0.8434
txn_946104d6f3,UPI,PayFast Gateway,2026-08-13T18:58:12,1010.03,cust_10106,repeat,0,gateway_timeout,True,True,0.5598,0.8171
txn_8382d99972,UPI,PayFast Gateway,2026-08-13T18:58:14,2250.75,cust_10007,new,0,gateway_timeout,True,True,0.5673,0.8124
txn_b0e0bcf3fc,UPI,PayFast Gateway,2026-08-13T19:00:35,2264.35,cust_10013,repeat,0,gateway_timeout,True,True,0.5733,0.7684
txn_3e099060cb,UPI,PayFast Gateway,2026-08-13T19:01:17,1168.76,cust_10026,new,1,gateway_timeout,True,True,0.5642,0.8209
